VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes aegypti,547,unpublished,polygon,2,-25.25,-53.54,Brazil,BRA,37,
Aedes aegypti,548,unpublished,polygon,2,-25.23,-53.15,Brazil,BRA,37,
Aedes aegypti,549,unpublished,polygon,2,-25.2,-52.62,Brazil,BRA,37,
Aedes aegypti,550,unpublished,polygon,2,-25.15,-50.07,Brazil,BRA,37,
Aedes aegypti,551,unpublished,polygon,2,-25.14,-54.33,Brazil,BRA,37,
Aedes aegypti,552,unpublished,polygon,2,-25.11,-54.26,Brazil,BRA,37,
Aedes aegypti,553,unpublished,polygon,2,-25.1,-54.09,Brazil,BRA,37,
Aedes aegypti,554,unpublished,polygon,2,-25.06,-53.4,Brazil,BRA,37,
Aedes aegypti,555,unpublished,polygon,2,-25.05,-52.86,Brazil,BRA,37,
Aedes aegypti,556,unpublished,polygon,2,-25.02,-53.62,Brazil,BRA,37,
Aedes aegypti,557,unpublished,polygon,2,-25.0,-52.69,Brazil,BRA,37,
Aedes aegypti,558,unpublished,polygon,2,-25.0,-53.93,Brazil,BRA,37,
Aedes aegypti,559,unpublished,polygon,2,-24.97,-54.09,Brazil,BRA,37,
Aedes aegypti,560,unpublished,polygon,2,-24.91,-51.9,Brazil,BRA,37,
Aedes aegypti,561,unpublished,polygon,2,-24.9,-53.01,Brazil,BRA,37,
Aedes aegypti,562,unpublished,polygon,2,-24.89,-53.87,Brazil,BRA,37,
Aedes aegypti,563,unpublished,polygon,2,-24.87,-54.3,Brazil,BRA,37,
Aedes aegypti,564,unpublished,polygon,2,-24.86,-47.74,Brazil,BRA,37,
Aedes aegypti,565,unpublished,polygon,2,-24.82,-52.71,Brazil,BRA,37,
Aedes aegypti,566,unpublished,polygon,2,-24.82,-54.12,Brazil,BRA,37,
Aedes aegypti,567,unpublished,polygon,2,-24.8,-53.92,Brazil,BRA,37,
Aedes aegypti,568,unpublished,polygon,2,-24.79,-53.07,Brazil,BRA,37,
Aedes aegypti,569,unpublished,polygon,2,-24.78,-48.07,Brazil,BRA,37,
Aedes aegypti,570,unpublished,polygon,2,-24.78,-48.18,Brazil,BRA,37,
Aedes aegypti,571,unpublished,polygon,2,-24.74,-53.26,Brazil,BRA,37,
Aedes aegypti,572,unpublished,polygon,2,-24.71,-54.22,Brazil,BRA,37,
Aedes aegypti,573,unpublished,polygon,2,-24.7,-53.79,Brazil,BRA,37,
Aedes aegypti,574,unpublished,polygon,2,-24.7,-52.24,Brazil,BRA,37,
Aedes aegypti,575,unpublished,polygon,2,-24.69,-53.35,Brazil,BRA,37,
Aedes aegypti,576,unpublished,polygon,2,-24.68,-50.48,Brazil,BRA,37,
Aedes aegypti,577,unpublished,polygon,2,-24.68,-47.85,Brazil,BRA,37,
Aedes aegypti,578,unpublished,polygon,2,-24.68,-51.23,Brazil,BRA,37,
Aedes aegypti,579,unpublished,polygon,2,-24.68,-53.09,Brazil,BRA,37,
Aedes aegypti,580,unpublished,polygon,2,-24.64,-53.15,Brazil,BRA,37,
Aedes aegypti,581,unpublished,polygon,2,-24.64,-54.25,Brazil,BRA,37,
Aedes aegypti,582,unpublished,polygon,2,-24.63,-53.51,Brazil,BRA,37,
Aedes aegypti,583,unpublished,polygon,2,-24.63,-52.56,Brazil,BRA,37,
Aedes aegypti,584,unpublished,polygon,2,-24.62,-52.79,Brazil,BRA,37,
Aedes aegypti,585,unpublished,polygon,2,-24.59,-47.45,Brazil,BRA,37,
Aedes aegypti,586,unpublished,polygon,2,-24.59,-54.16,Brazil,BRA,37,
Aedes aegypti,587,unpublished,polygon,2,-24.57,-53.97,Brazil,BRA,37,
Aedes aegypti,588,unpublished,polygon,2,-24.57,-52.27,Brazil,BRA,37,
Aedes aegypti,589,unpublished,polygon,2,-24.56,-49.22,Brazil,BRA,37,
Aedes aegypti,590,unpublished,polygon,2,-24.51,-53.03,Brazil,BRA,37,
Aedes aegypti,591,unpublished,polygon,2,-24.5,-48.23,Brazil,BRA,37,
Aedes aegypti,592,unpublished,polygon,2,-24.5,-51.65,Brazil,BRA,37,
Aedes aegypti,593,unpublished,polygon,2,-24.5,-47.86,Brazil,BRA,37,
Aedes aegypti,594,unpublished,polygon,2,-24.49,-53.3,Brazil,BRA,37,
Aedes aegypti,595,unpublished,polygon,2,-24.47,-53.81,Brazil,BRA,37,
Aedes aegypti,596,unpublished,polygon,2,-24.45,-53.99,Brazil,BRA,37,
Aedes aegypti,597,unpublished,polygon,2,-24.45,-53.57,Brazil,BRA,37,
Aedes aegypti,598,unpublished,polygon,2,-24.44,-54.19,Brazil,BRA,37,
Aedes aegypti,599,unpublished,polygon,2,-24.43,-53.35,Brazil,BRA,37,
Aedes aegypti,600,unpublished,polygon,2,-24.43,-51.94,Brazil,BRA,37,
Aedes aegypti,601,unpublished,polygon,2,-24.41,-53.41,Brazil,BRA,37,
Aedes aegypti,602,unpublished,polygon,2,-24.41,-52.84,Brazil,BRA,37,
Aedes aegypti,603,unpublished,polygon,2,-24.38,-51.55,Brazil,BRA,37,
Aedes aegypti,604,unpublished,polygon,2,-24.36,-52.11,Brazil,BRA,37,
Aedes aegypti,605,unpublished,polygon,2,-24.35,-52.6,Brazil,BRA,37,
Aedes aegypti,606,unpublished,polygon,2,-24.35,-52.3,Brazil,BRA,37,
Aedes aegypti,607,unpublished,polygon,2,-24.34,-51.33,Brazil,BRA,37,
Aedes aegypti,608,unpublished,polygon,2,-24.33,-51.83,Brazil,BRA,37,
Aedes aegypti,609,unpublished,polygon,2,-24.32,-53.15,Brazil,BRA,37,
Aedes aegypti,610,unpublished,polygon,2,-24.31,-51.21,Brazil,BRA,37,
Aedes aegypti,611,unpublished,polygon,2,-24.3,-53.35,Brazil,BRA,37,
Aedes aegypti,612,unpublished,polygon,2,-24.3,-47.95,Brazil,BRA,37,
Aedes aegypti,613,unpublished,polygon,2,-24.29,-53.81,Brazil,BRA,37,
Aedes aegypti,614,unpublished,polygon,2,-24.29,-47.14,Brazil,BRA,37,
Aedes aegypti,615,unpublished,polygon,2,-24.28,-47.01,Brazil,BRA,37,
Aedes aegypti,616,unpublished,polygon,2,-24.28,-51.62,Brazil,BRA,37,
Aedes aegypti,617,unpublished,polygon,2,-24.27,-52.97,Brazil,BRA,37,
Aedes aegypti,618,unpublished,polygon,2,-24.26,-52.75,Brazil,BRA,37,
Aedes aegypti,619,unpublished,polygon,2,-24.22,-47.64,Brazil,BRA,37,
Aedes aegypti,620,unpublished,polygon,2,-24.21,-51.75,Brazil,BRA,37,
Aedes aegypti,621,unpublished,polygon,2,-24.19,-47.36,Brazil,BRA,37,
Aedes aegypti,622,unpublished,polygon,2,-24.19,-54.22,Brazil,BRA,37,
Aedes aegypti,623,unpublished,polygon,2,-24.19,-51.46,Brazil,BRA,37,
Aedes aegypti,624,unpublished,polygon,2,-24.19,-54.07,Brazil,BRA,37,
Aedes aegypti,625,unpublished,polygon,2,-24.18,-47.16,Brazil,BRA,37,
Aedes aegypti,626,unpublished,polygon,2,-24.17,-53.06,Brazil,BRA,37,
Aedes aegypti,627,unpublished,polygon,2,-24.16,-53.55,Brazil,BRA,37,
Aedes aegypti,628,unpublished,polygon,2,-24.15,-51.91,Brazil,BRA,37,
Aedes aegypti,629,unpublished,polygon,2,-24.15,-52.79,Brazil,BRA,37,
Aedes aegypti,630,unpublished,polygon,2,-24.13,-52.14,Brazil,BRA,37,
Aedes aegypti,631,unpublished,polygon,2,-24.13,-52.37,Brazil,BRA,37,
Aedes aegypti,632,unpublished,polygon,2,-24.12,-52.64,Brazil,BRA,37,
Aedes aegypti,633,unpublished,polygon,2,-24.1,-49.32,Brazil,BRA,37,
Aedes aegypti,634,unpublished,polygon,2,-24.1,-53.88,Brazil,BRA,37,
Aedes aegypti,635,unpublished,polygon,2,-24.1,-46.81,Brazil,BRA,37,
Aedes aegypti,636,unpublished,polygon,2,-24.09,-53.42,Brazil,BRA,37,
Aedes aegypti,637,unpublished,polygon,2,-24.08,-51.78,Brazil,BRA,37,
Aedes aegypti,638,unpublished,polygon,2,-24.07,-51.63,Brazil,BRA,37,
Aedes aegypti,639,unpublished,polygon,2,-24.07,-52.06,Brazil,BRA,37,
Aedes aegypti,640,unpublished,polygon,2,-24.07,-49.98,Brazil,BRA,37,
Aedes aegypti,641,unpublished,polygon,2,-24.07,-46.67,Brazil,BRA,37,
Aedes aegypti,642,unpublished,polygon,2,-24.06,-53.76,Brazil,BRA,37,
Aedes aegypti,643,unpublished,polygon,2,-24.06,-53.22,Brazil,BRA,37,
Aedes aegypti,644,unpublished,polygon,2,-24.05,-48.27,Brazil,BRA,37,
Aedes aegypti,645,unpublished,polygon,2,-24.02,-52.99,Brazil,BRA,37,
Aedes aegypti,646,unpublished,polygon,2,-24.02,-46.5,Brazil,BRA,37,
Aedes aegypti,647,unpublished,polygon,2,-24.0,-51.27,Brazil,BRA,37,
Aedes aegypti,648,unpublished,polygon,2,-24.0,-51.82,Brazil,BRA,37,
Aedes aegypti,649,unpublished,polygon,2,-24.0,-51.5,Brazil,BRA,37,
Aedes aegypti,650,unpublished,polygon,2,-23.96,-53.31,Brazil,BRA,37,
Aedes aegypti,651,unpublished,polygon,2,-23.96,-53.57,Brazil,BRA,37,
Aedes aegypti,652,unpublished,polygon,2,-23.95,-46.5,Brazil,BRA,37,
Aedes aegypti,653,unpublished,polygon,2,-23.95,-51.6,Brazil,BRA,37,
Aedes aegypti,654,unpublished,polygon,2,-23.95,-46.22,Brazil,BRA,37,
Aedes aegypti,655,unpublished,polygon,2,-23.94,-54.25,Brazil,BRA,37,
Aedes aegypti,656,unpublished,polygon,2,-23.94,-48.67,Brazil,BRA,37,
Aedes aegypti,657,unpublished,polygon,2,-23.93,-48.01,Brazil,BRA,37,
Aedes aegypti,658,unpublished,polygon,2,-23.93,-52.31,Brazil,BRA,37,
Aedes aegypti,659,unpublished,polygon,2,-23.93,-52.59,Brazil,BRA,37,
Aedes aegypti,660,unpublished,polygon,2,-23.92,-51.18,Brazil,BRA,37,
Aedes aegypti,661,unpublished,polygon,2,-23.91,-53.95,Brazil,BRA,37,
Aedes aegypti,662,unpublished,polygon,2,-23.91,-49.15,Brazil,BRA,37,
Aedes aegypti,663,unpublished,polygon,2,-23.9,-48.87,Brazil,BRA,37,
Aedes aegypti,664,unpublished,polygon,2,-23.89,-52.04,Brazil,BRA,37,
Aedes aegypti,665,unpublished,polygon,2,-23.88,-50.61,Brazil,BRA,37,
Aedes aegypti,666,unpublished,polygon,2,-23.87,-54.89,Brazil,BRA,37,
Aedes aegypti,667,unpublished,polygon,2,-23.87,-49.8,Brazil,BRA,37,
Aedes aegypti,668,unpublished,polygon,2,-23.86,-46.29,Brazil,BRA,37,
Aedes aegypti,669,unpublished,polygon,2,-23.86,-51.69,Brazil,BRA,37,
Aedes aegypti,670,unpublished,polygon,2,-23.86,-46.41,Brazil,BRA,37,
Aedes aegypti,671,unpublished,polygon,2,-23.86,-52.86,Brazil,BRA,37,
Aedes aegypti,672,unpublished,polygon,2,-23.86,-47.72,Brazil,BRA,37,
Aedes aegypti,673,unpublished,polygon,2,-23.84,-45.34,Brazil,BRA,37,
Aedes aegypti,674,unpublished,polygon,2,-23.83,-51.87,Brazil,BRA,37,
Aedes aegypti,675,unpublished,polygon,2,-23.83,-52.15,Brazil,BRA,37,
Aedes aegypti,676,unpublished,polygon,2,-23.82,-53.7,Brazil,BRA,37,
Aedes aegypti,677,unpublished,polygon,2,-23.82,-54.54,Brazil,BRA,37,
Aedes aegypti,678,unpublished,polygon,2,-23.82,-51.03,Brazil,BRA,37,
Aedes aegypti,679,unpublished,polygon,2,-23.81,-47.19,Brazil,BRA,37,
Aedes aegypti,680,unpublished,polygon,2,-23.8,-46.53,Brazil,BRA,37,
Aedes aegypti,681,unpublished,polygon,2,-23.8,-47.43,Brazil,BRA,37,
Aedes aegypti,682,unpublished,polygon,2,-23.8,-51.43,Brazil,BRA,37,
Aedes aegypti,683,unpublished,polygon,2,-23.79,-50.3,Brazil,BRA,37,
Aedes aegypti,684,unpublished,polygon,2,-23.78,-51.53,Brazil,BRA,37,
Aedes aegypti,685,unpublished,polygon,2,-23.77,-46.02,Brazil,BRA,37,
Aedes aegypti,686,unpublished,polygon,2,-23.76,-52.28,Brazil,BRA,37,
Aedes aegypti,687,unpublished,polygon,2,-23.75,-51.67,Brazil,BRA,37,
Aedes aegypti,688,unpublished,polygon,2,-23.75,-53.6,Brazil,BRA,37,
Aedes aegypti,689,unpublished,polygon,2,-23.75,-45.62,Brazil,BRA,37,
Aedes aegypti,690,unpublished,polygon,2,-23.74,-51.29,Brazil,BRA,37,
Aedes aegypti,691,unpublished,polygon,2,-23.74,-54.23,Brazil,BRA,37,
Aedes aegypti,692,unpublished,polygon,2,-23.74,-52.6,Brazil,BRA,37,
Aedes aegypti,693,unpublished,polygon,2,-23.73,-53.09,Brazil,BRA,37,
Aedes aegypti,694,unpublished,polygon,2,-23.73,-55.34,Brazil,BRA,37,
Aedes aegypti,695,unpublished,polygon,2,-23.72,-53.92,Brazil,BRA,37,
Aedes aegypti,696,unpublished,polygon,2,-23.72,-53.81,Brazil,BRA,37,
Aedes aegypti,697,unpublished,polygon,2,-23.72,-49.96,Brazil,BRA,37,
Aedes aegypti,698,unpublished,polygon,2,-23.72,-51.83,Brazil,BRA,37,
Aedes aegypti,699,unpublished,polygon,2,-23.72,-52.02,Brazil,BRA,37,
Aedes aegypti,700,unpublished,polygon,2,-23.71,-46.5,Brazil,BRA,37,
Aedes aegypti,701,unpublished,polygon,2,-23.71,-50.75,Brazil,BRA,37,
Aedes aegypti,702,unpublished,polygon,2,-23.71,-53.42,Brazil,BRA,37,
Aedes aegypti,703,unpublished,polygon,2,-23.7,-46.61,Brazil,BRA,37,
Aedes aegypti,704,unpublished,polygon,2,-23.7,-52.39,Brazil,BRA,37,
Aedes aegypti,705,unpublished,polygon,2,-23.68,-46.95,Brazil,BRA,37,
Aedes aegypti,706,unpublished,polygon,2,-23.68,-46.72,Brazil,BRA,37,
Aedes aegypti,707,unpublished,polygon,2,-23.67,-51.34,Brazil,BRA,37,
Aedes aegypti,708,unpublished,polygon,2,-23.67,-46.44,Brazil,BRA,37,
Aedes aegypti,709,unpublished,polygon,2,-23.66,-47.59,Brazil,BRA,37,
Aedes aegypti,710,unpublished,polygon,2,-23.66,-49.78,Brazil,BRA,37,
Aedes aegypti,711,unpublished,polygon,2,-23.66,-52.44,Brazil,BRA,37,
Aedes aegypti,712,unpublished,polygon,2,-23.65,-49.44,Brazil,BRA,37,
Aedes aegypti,713,unpublished,polygon,2,-23.65,-46.86,Brazil,BRA,37,
Aedes aegypti,714,unpublished,polygon,2,-23.65,-47.78,Brazil,BRA,37,
Aedes aegypti,715,unpublished,polygon,2,-23.64,-52.87,Brazil,BRA,37,
