longitude,latitude
-60.674435,-8.138551
-58.128546,-3.122915
-56.609334,-18.759354
-54.558517,-24.55055
-52.531931,-18.678696
-60.227737,-2.106863
-62.711735,-4.79678
-64.386149,-7.807648
-52.365271,-26.226593
-53.223149,-13.417748
-60.821519,-12.664253
-58.48172,-11.871976
-54.641386,-1.600024
-49.733165,-15.929035
-48.837072,-24.30584
-49.717059,-24.970253
-63.096609,0.66217
-58.209438,-6.778338
-63.024871,-3.906094
-49.278083,-15.199624
-52.058862,2.932842
-49.641533,-18.698071
-42.89217,-18.924509
-61.839584,-0.057983
-52.298309,-13.553514
-65.567519,-0.626876
-57.642664,-5.584857
-51.083346,-24.396489
-48.725199,-26.888768
-55.916592,-12.259373
-56.642606,-30.390517
-62.3281,0.958661
-52.607275,-1.132966
-56.149834,-2.227009
-51.853969,-17.315288
-53.468688,-27.044232
-68.788289,0.30663
-68.381944,-5.681826
-53.308767,-28.430481
-70.319782,-9.582495
-65.67357,-2.89449
-52.357357,1.903891
-58.753046,-10.324807
-57.248448,-7.584936
-56.156468,-24.943185
-56.069207,-26.984931
-44.073096,-20.05042
-47.656487,-14.35598
-57.753587,-12.613721
-67.343921,-3.035891
-64.124472,0.917726
-47.147427,-16.306496
-58.453042,-11.057705
-58.569676,0.230651
-66.574269,1.198943
-55.094916,-1.155727
-50.113219,-12.958059
-47.230619,-19.333956
-50.328211,1.304426
-58.037186,-3.27506
-50.380929,-0.111162
-51.833814,-17.675646
-48.315153,-1.727587
-45.891979,-22.626727
-46.254562,-13.675463
-57.695772,-8.418312
-52.406566,-25.281439
-49.890719,-23.686248
-62.080728,-10.684901
-51.713112,-17.944279
-69.118605,0.278225
-59.367092,-6.877927
-53.332715,-21.581737
-53.692456,-5.776558
-46.222255,-14.041255
-45.146086,-16.141844
-56.464787,-15.907202
-52.208996,2.225179
-58.266646,-3.583119
-47.508902,-23.557335
-43.519557,-20.148277
-54.983137,-2.634559
-56.237925,-8.421826
-66.488054,-6.431607
-46.886025,-18.962799
-54.375101,-11.774133
-54.58537,-15.781363
-53.406776,-5.332244
-55.912879,-2.989268
-58.437005,-6.141042
-53.332052,-25.022435
-54.057861,-6.828583
-51.689434,2.26898
-56.219267,-9.537354
-70.978392,-9.577675
-62.058201,1.310938
-54.936266,-30.344169
-48.201863,-22.107746
-50.289373,1.011183
-60.578377,0.580751
-51.219145,-29.207888
-51.021425,-11.082482
-57.290028,-24.614374
-51.263952,-16.790758
-46.592848,-17.944037
-46.332499,-20.353888
-61.219155,-9.751596
-62.701215,1.735088
-62.209839,1.859667
-54.472123,-2.795381
-56.551862,-12.538112
-61.124892,-12.534791
-52.494865,-5.03533
-61.729187,-3.891978
-54.319879,-9.996076
-54.58303,-13.257301
-72.04445,-7.482265
-44.71747,-17.446987
-54.200314,-2.661869
-45.686007,-20.911986
-49.890422,-24.112956
-58.321707,-16.348779
-50.434467,-4.532307
-55.760847,-10.859358
-57.805594,1.72903
-47.702432,-21.566344
-59.337719,-0.725638
-68.288946,-2.09832
-50.385563,0.436262
-48.742647,-2.589752
-56.976323,-9.547732
-48.985809,-12.909374
-54.228608,-6.674307
-53.756863,-2.019383
-46.841169,-24.746144
-44.933541,-15.746007
-55.053853,-10.250945
-57.438499,-4.928628
-56.602735,-14.196863
-52.824612,-12.080747
-55.629511,-9.639374
-46.369654,-14.361061
-57.115559,-27.629956
-56.241122,-3.390194
-65.383777,-7.53856
-60.772502,-0.936558
-68.320751,-6.929554
-49.504407,-27.054056
-70.487095,-2.979306
-56.013117,-28.309509
-59.112493,-0.892593
-54.857933,-28.36945
-65.61141,1.443875
-66.939849,-7.885829
-54.928696,-14.837942
-57.47573,-18.65344
-59.026389,-2.090106
-57.221245,-10.441263
-42.692,-18.866935
-60.274091,-7.071675
-60.523307,-13.468898
-43.988536,-18.983828
-59.930527,-8.480091
-46.959228,-22.966822
-49.299096,-27.820681
-55.937926,-11.00466
-52.492234,-21.96099
-56.292979,-15.331355
-64.711437,-1.626973
-49.789772,-20.206629
-54.931615,-2.260081
-61.33817,-8.83327
-62.748764,0.346731
-44.881282,-15.703589
-51.492869,-27.449715
-59.67969,-8.162887
-72.076233,-7.953798
-53.182297,-3.869107
-64.288781,-7.812539
-45.834244,-17.732967
-56.325428,-19.112251
-69.900417,-4.779648
-58.752714,-10.928889
-64.817325,-7.46175
-51.057652,-24.459563
-53.335505,1.45205
-45.737479,-21.493895
-63.405989,1.71265
-49.58076,-11.791946
-59.313062,-18.862225
-56.4448,-30.01251
-58.740336,-8.864395
-61.473151,-7.879551
-58.607755,-10.671252
-57.559061,-11.715413
-51.222287,-21.878858
-59.911697,-12.476406
-52.190166,-2.891078
-43.842997,-17.615912
-47.58163,-18.487041
-50.084864,-15.269782
-51.236819,-23.319814
-59.804849,-11.38407
-64.317492,-5.614057
-58.185635,-19.464677
-63.843876,-6.859209
-73.249293,-5.021347
-56.744855,-2.190353
-46.166365,-13.511147
-51.134536,-24.134374
-52.277201,-22.052488
-43.288854,-20.151328
-48.542995,-21.647538
-64.283659,-9.385952
-62.104157,-14.171004
-51.756818,-22.572396
-51.758994,-28.416326
-70.385395,-8.546348
-53.375585,-20.601971
-62.807586,-8.940962
-60.625011,-13.070624
-55.519489,-5.432068
-58.543193,-9.905122
-55.26069,-22.347086
-66.286759,-4.072185
-47.056691,-24.890492
-46.496006,-24.792508
-55.549825,-3.016286
-72.731669,-8.79016
-59.902253,-9.96728
-64.0707,-3.890093
-51.957278,-22.531067
-50.45001,0.392272
-57.345912,-18.958451
-71.282333,-8.894981
-51.815725,-13.529692
-69.408647,-7.501356
-48.024062,-11.012517
-52.24261,-17.431155
-67.605003,-6.568402
-59.596085,-5.864256
-51.883979,-26.305134
-51.409871,-18.75348
-42.024051,-22.769821
-52.813339,-18.089849
-48.944599,-27.697229
-62.229,-12.178668
-59.046272,-3.434111
-54.886147,-1.952138
-53.916896,-15.210196
-58.658097,-11.965337
-53.372709,-6.165381
-60.6458,-0.042672
-65.656088,-1.265995
-47.702146,-1.501737
-67.648634,-1.744007
-58.273523,-7.721965
-50.547402,-26.425007
-53.498217,-11.405538
-54.440327,-3.014467
-50.388023,-18.38157
-48.721471,1.142303
-62.440978,-4.421114
-50.649307,-22.051507
-63.733788,-2.127239
-59.211944,-5.231491
-54.187317,-11.699611
-54.190109,-21.700059
-56.401125,-16.947717
-56.056681,-25.613212
-54.713943,-28.307154
-60.3872,-0.600929
-64.909877,-1.952591
-54.02075,-10.207979
-55.309573,-2.412925
-58.384364,1.587626
-54.492923,-28.916374
-53.419351,-16.991368
-56.909554,-1.396942
-54.086638,-8.811551
-62.876139,-1.599631
-43.33326,-20.146282
-62.642445,-0.720348
-63.970179,-5.909547
-51.903708,-23.594596
-47.784731,-14.308283
-55.534925,-13.748803
-63.789761,-9.369683
-41.881533,-20.048582
-60.210188,-3.271618
-60.789147,-14.710784
-53.535339,-6.740958
-61.103543,-7.661278
-55.130094,-8.850236
-54.127949,-13.90877
-52.863222,-1.809434
-52.207049,-6.102356
-71.471163,-6.270041
-58.526961,-2.490364
-41.288746,-22.125827
-52.461094,1.740024
-67.375663,-4.198269
-60.724654,-15.460484
-51.556263,-15.430351
-52.088366,-25.974987
-57.981128,0.526705
-49.583961,-25.84761
-52.651369,-18.45972
-56.785425,-17.970239
-56.187285,-27.824755
-55.560042,-18.755864
-45.298334,-23.601346
-44.243535,-16.00926
-54.755254,-11.431325
-48.563131,-20.516845
-55.408363,-3.375296
-54.555048,-12.673528
-71.646673,-5.382579
-52.083842,-26.282829
-72.628416,-5.504401
-54.959483,-8.616705
-59.203418,-18.919419
-64.155055,-7.691736
-48.682658,-12.822509
-53.223462,-23.224154
-43.36464,-20.215265
-56.726523,-19.983586
-71.404358,-7.743118
-54.416125,-6.806607
-57.804056,-10.33755
-62.887111,-11.348024
-54.044322,-16.721533
-54.311038,-15.029755
-41.794746,-21.413783
-57.241838,-29.936945
-63.093833,-3.969587
-61.398759,-5.270964
-55.867073,0.919322
-62.019622,-11.500371
-64.162746,-3.482412
-55.320157,-31.272405
-42.863773,-21.53603
-62.609847,-0.459777
-58.853746,-3.318587
-49.741857,-17.084192
-50.358625,-17.870228
-53.169116,-4.702212
-47.768111,-15.873237
-58.237967,0.458912
-47.478784,-16.384387
-54.032971,-3.471274
-55.577048,-25.246223
-49.145825,-25.413201
-57.551612,-19.578719
-60.70193,-9.002446
-52.06044,-1.482794
-61.336177,1.66682
-61.567805,-8.649815
-59.167929,-15.777052
-63.461108,-0.30641
-52.032885,-26.209722
-46.568124,-22.265893
-49.334178,-19.532274
-55.769886,-31.672377
-44.24391,-22.777024
-52.250826,-11.545998
-51.707996,-10.554955
-61.934616,-12.135761
-69.325324,-3.994846
-56.447724,0.580447
-54.730288,0.178158
-52.318393,-0.991716
-56.588273,-7.075876
-64.243445,-6.826947
-53.875865,-18.796187
-55.713955,-4.484552
-54.917378,-8.425059
-66.563194,-7.094517
-64.540973,1.209533
-53.503159,-8.014207
-49.732799,-3.479587
-65.684168,-3.341277
-47.542627,-12.545196
-59.74072,-1.225403
-49.150328,-12.39125
-57.417045,-0.54986
-54.814545,-23.146835
-55.596239,-29.494595
-60.634899,-15.664827
-53.913189,-28.579041
-51.097061,-21.451152
-68.328501,0.484916
-68.090706,-3.265156
-48.022748,-14.655053
-50.567882,-15.531202
-53.957549,-24.632508
-51.755562,-29.088662
-57.015127,-21.392705
-55.261981,-0.6542
-60.095562,-1.411882
-67.81106,-1.61093
-60.620959,-0.064505
-62.829689,-8.876951
-44.807936,-16.070834
-60.916283,-10.326368
-53.262454,0.88448
-61.824083,-4.066629
-49.255946,-22.050904
-58.595856,-9.639255
-54.025993,-13.07375
-48.025553,-10.747923
-61.215889,-0.794564
-50.943469,1.641217
-55.840696,-4.629233
-60.397981,-11.484585
-56.450904,-12.158539
-70.216955,-9.065609
-58.831998,1.290059
-61.082995,-3.620595
-53.193856,-16.054894
-50.720281,-0.077934
-63.072089,0.021293
-67.16411,-5.81928
-69.537589,-4.080028
-64.593539,-10.185303
-55.149838,-29.217921
-49.398043,-21.37058
-46.053315,-21.035064
-59.801899,-17.182798
-52.590143,-0.291866
-51.792365,-13.550244
-71.83815,-4.23536
-54.246235,-19.648716
-52.714719,-15.553335
-71.903218,-6.503084
-49.05101,-16.745634
-65.302962,-6.298966
-53.665188,-0.819434
-59.574098,-4.585962
-65.788473,-6.00659
-54.167568,0.442397
-55.534353,-3.534871
-58.816566,-2.975982
-53.224976,-3.380981
-46.935427,-21.839381
-47.749873,0.466371
-51.388566,-23.896745
-42.650928,-22.886519
-64.272782,-4.528556
-48.57069,-17.86132
-55.572074,-16.908409
-46.590261,-17.097444
-50.577908,-15.87332
-44.738251,-18.659054
-56.512684,-13.452306
-59.121978,-14.345378
-54.552766,-24.05066
-54.650943,-10.645454
-55.263193,-3.52274
-70.918755,-7.104015
-45.447671,-22.688429
-64.501472,-6.540866
-59.118785,-16.915476
-48.849776,-26.137431
-54.887056,-13.001323
-54.516863,-11.05098
-50.843238,-12.498923
-52.253003,-29.516109
-57.797623,1.793513
-55.75777,1.623343
-71.268606,-3.985019
-57.839942,-24.424112
-49.498937,-21.739437
-55.685624,-5.082774
-50.699592,-13.97837
-54.819309,-21.207879
-59.614609,-10.328144
-65.603949,-2.699152
-49.203444,-25.992932
-59.586179,-16.579204
-73.047542,-5.399077
-57.79751,-6.594687
-45.451985,-22.489251
-48.774135,-2.028846
-51.415505,-13.025963
-70.507709,-3.873722
-49.397016,-11.971858
-55.926307,-7.257143
-54.521487,-8.289362
-68.090596,-0.154034
-53.243841,-27.714265
-45.552116,-13.187544
-71.261379,-9.020785
-50.21717,-21.484825
-65.015908,-9.790643
-70.421501,-7.636893
-54.312775,-2.886695
-53.058211,-10.498262
-52.155139,-4.624479
-49.929283,-12.352914
-63.417414,-9.442753
-56.316038,-26.488811
-67.920629,-4.367774
-46.29228,-19.796281
-58.802016,-7.53619
-68.355308,0.941143
-55.657085,-14.170446
-50.721715,-15.896072
-71.549375,-4.879632
-57.980813,-14.871995
-56.301404,-9.653978
-53.673799,-21.457538
-57.15493,-5.333861
-67.187458,-3.08634
-57.861606,-20.579518
-49.40817,-27.421985
-59.781779,-4.21431
-60.456744,-2.321482
-49.457131,-18.393261
-53.629879,-22.021041
-68.574364,-5.952429
-53.27704,-11.693564
-53.868012,-6.831934
-50.088033,-14.480416
-65.897436,-4.617564
-58.753605,-11.794359
-54.559354,-5.582562
-46.414327,-15.388553
-59.406769,-13.550007
-56.518721,-23.575915
-66.966806,-3.185306
-46.908056,-17.713973
-54.935372,-31.341712
-61.464447,-10.473734
-49.321075,-27.335105
-65.450828,-7.287262
-55.375532,-24.662808
-71.099951,-2.423743
-68.626788,1.048434
-50.718712,-18.857873
-53.155286,-13.847513
-49.134714,1.056722
-48.730376,-0.382875
-58.276458,-9.433573
-56.814853,1.520147
-49.11356,-11.77025
-68.291097,-6.121427
-50.896439,-21.867146
-49.960854,-25.074814
-46.926523,-19.485208
-48.585994,-21.467294
-66.819438,-7.679344
-61.205212,-11.410572
-46.665718,-18.191347
-51.360257,-5.790836
-54.586663,-8.437034
-51.815893,-11.862079
-62.802995,-4.708595
-54.928605,-11.690281
-60.298657,-2.556301
-58.27085,-11.26578
-57.232549,-26.280568
-49.748856,-16.643194
-71.488209,-4.146323
-48.957623,-26.844405
-48.907264,-16.357519
-52.621805,-27.186103
-56.13777,-24.606339
-44.137266,-16.1892
-71.969103,-4.411822
-46.849155,-23.943298
-55.39767,-30.461524
-57.762632,-2.035467
-64.028163,-7.439126
-54.351842,-23.956225
-55.634332,-17.75398
-50.286098,-23.048363
-49.622273,-25.488156
-72.384828,-9.031433
-51.276302,-5.963911
-58.938307,-5.328171
-52.578829,-0.350996
-56.949102,-28.893099
-54.338435,-8.930686
-48.579513,-16.587017
-56.698131,-2.743405
-55.740729,0.180585
-66.73349,0.992905
-56.336123,-12.394577
-55.772939,-18.299394
-54.108355,-12.890452
-56.527593,-9.923292
-55.938134,-27.66125
-63.730448,-1.17239
-50.765956,-22.723746
-41.713311,-22.129144
-50.672084,-20.840284
-46.566687,-15.983594
-58.889115,-11.320574
-49.957071,-0.188117
-58.517099,-17.160175
-58.954651,-8.423926
-57.751144,-12.745743
-48.396939,0.619315
-52.134361,-25.907131
-50.973116,-4.483483
-51.682188,-27.164037
-55.354925,-29.968289
-55.855656,-0.173799
-57.036325,-7.950052
-67.262255,0.263967
-66.019749,1.092516
